order_id,customer_id,order_date,ship_date,order_status,payment_method,sales_channel,order_amount,discount_amount,shipping_fee,city_x,state_x,net_amount,order_month,order_year,customer_name,gender,customer_segment,city_y,state_y,age,product_id,quantity,unit_price,discount_pct,item_total,product_name,category,sub_category,brand,profit_margin
ORD00313,CUST0819,2022-08-16,2022-08-20,Cancelled,Cod,In-Store,1802.39,662.5,199,Mumbai,WB,1338.89,2022-08,2022,Yara Jackson,Male,Home Office,Mumbai,MH,46.0,PROD007,10.0,422.38,23.2,3243.88,Samsung Jacket 517,Clothing,Jacket,Apple,29.64
ORD00313,CUST0819,2022-08-16,2022-08-20,Cancelled,Cod,In-Store,1802.39,662.5,199,Mumbai,WB,1338.89,2022-08,2022,Yara Jackson,Male,Home Office,Mumbai,MH,46.0,PROD065,3.0,4848.25,6.2,13642.98,Nike Running 194,Books,Swimming,Reebok,30.97
ORD00313,CUST0819,2022-08-16,2022-08-20,Cancelled,Cod,In-Store,1802.39,662.5,199,Mumbai,WB,1338.89,2022-08,2022,Yara Jackson,Male,Home Office,Mumbai,MH,46.0,PROD027,8.0,4962.88,16.7,33072.63,Harpercollins Saree 716,Home & Kitchen,Saree,Apple,18.1
ORD00314,CUST0199,2022-08-17,2022-08-20,Returned,Net Banking,Online,4582.44,1274.06,49,Toronto,ON,3357.38,2022-08,2022,Peter Thomas,Other,Home Office,Toronto,ON,46.0,PROD122,9.0,3711.22,10.3,29960.68,Penguin Camera 744,Clothing,Mobile,Adidas,52.36
ORD00314,CUST0199,2022-08-17,2022-08-20,Returned,Net Banking,Online,4582.44,1274.06,49,Toronto,ON,3357.38,2022-08,2022,Peter Thomas,Other,Home Office,Toronto,ON,46.0,PROD020,9.0,359.63,23.2,2485.76,Apple Jacket 787,Electronics,T-Shirt,Adidas,17.13
ORD00315,CUST0427,2022-08-18,2022-08-22,Delivered,Credit Card,Mobile App,4015.0,564.79,49,Hyderabad,MH,3499.21,2022-08,2022,Frank Garcia,Female,Home Office,Jaipur,RJ,52.0,,,,,,,,,,
ORD00316,CUST0085,2022-08-19,2022-08-20,Pending,Cod,In-Store,40715.76,9093.37,99,Bangalore,LDN,31721.39,2022-08,2022,Tina Anderson,Male,Home Office,Chennai,TN,46.0,PROD187,7.0,4935.6,13.0,30057.8,Reebok Decor 369,Sports,Bedding,Philips,54.59
ORD00316,CUST0085,2022-08-19,2022-08-20,Pending,Cod,In-Store,40715.76,9093.37,99,Bangalore,LDN,31721.39,2022-08,2022,Tina Anderson,Male,Home Office,Chennai,TN,46.0,PROD125,6.0,2743.57,30.5,11440.69,Prestige Self-Help 619,Electronics,Self-Help,Philips,28.66
ORD00316,CUST0085,2022-08-19,2022-08-20,Pending,Cod,In-Store,40715.76,9093.37,99,Bangalore,LDN,31721.39,2022-08,2022,Tina Anderson,Male,Home Office,Chennai,TN,46.0,PROD089,4.0,4674.48,34.4,12265.84,Penguin Football 980,Electronics,Football,Nike,31.17
ORD00317,CUST0335,2022-08-19,2022-08-21,Cancelled,Cod,Online,27275.99,862.51,0,Chennai,GJ,26413.48,2022-08,2022,Xander Brown,Male,Home Office,Bangalore,KA,27.0,,,,,,,,,,
ORD00318,CUST0144,2022-08-20,2022-08-26,Delivered,Net Banking,In-Store,13102.54,3764.69,199,Chennai,MH,9536.85,2022-08,2022,Pooja Patel,Male,Consumer,Hyderabad,TS,46.0,PROD016,4.0,4140.68,3.9,15916.77,Reebok Decor 388,Home & Kitchen,Furniture,Lg,43.56
ORD00319,CUST0486,2022-08-21,2022-08-22,Pending,Upi,In-Store,30153.64,1410.87,149,Jaipur,NSW,28891.77,2022-08,2022,Steve  Brown,Other,Corporate,Ahmedabad,GJ,19.0,PROD030,1.0,3176.13,0.0,3176.13,Penguin Yoga 168,Electronics,Running,Nike,55.16
ORD00319,CUST0486,2022-08-21,2022-08-22,Pending,Upi,In-Store,30153.64,1410.87,149,Jaipur,NSW,28891.77,2022-08,2022,Steve  Brown,Other,Corporate,Ahmedabad,GJ,19.0,PROD087,5.0,2378.13,23.1,9143.91,Samsung Headphones 981,Sports,Tablet,Samsung,56.65
ORD00319,CUST0486,2022-08-21,2022-08-22,Pending,Upi,In-Store,30153.64,1410.87,149,Jaipur,NSW,28891.77,2022-08,2022,Steve  Brown,Other,Corporate,Ahmedabad,GJ,19.0,PROD157,4.0,4935.46,16.5,16484.44,Samsung Comics 227,Electronics,Fiction,Samsung,49.37
ORD00320,CUST0401,2022-08-22,2022-08-29,Shipped,Upi,Online,23692.46,479.33,0,Delhi,MH,23213.13,2022-08,2022,Peter Garcia,Female,Corporate,Mumbai,MH,38.0,,,,,,,,,,
ORD00322,CUST0331,2022-08-23,2022-08-26,Pending,Cod,In-Store,13886.94,102.07,49,Kolkata,MH,13833.87,2022-08,2022,Leo Williams,Other,Home Office,Mumbai,MH,46.0,PROD123,9.0,3503.51,5.3,29860.42,Apple Comics 186,Home & Kitchen,History,Nike,48.14
ORD00322,CUST0331,2022-08-23,2022-08-26,Pending,Cod,In-Store,13886.94,102.07,49,Kolkata,MH,13833.87,2022-08,2022,Leo Williams,Other,Home Office,Mumbai,MH,46.0,PROD125,5.0,1284.29,34.2,4225.31,Prestige Self-Help 619,Electronics,Self-Help,Philips,28.66
ORD00324,CUST0565,2022-08-24,2022-08-25,Shipped,Net Banking,In-Store,19743.45,1266.1,0,London,DL,18477.35,2022-08,2022,Xander Shah,Male,Consumer,London,LDN,47.0,PROD028,6.0,534.09,17.5,2643.75,Apple Science 123,Clothing,History,Samsung,55.38
ORD00324,CUST0565,2022-08-24,2022-08-25,Shipped,Net Banking,In-Store,19743.45,1266.1,0,London,DL,18477.35,2022-08,2022,Xander Shah,Male,Consumer,London,LDN,47.0,PROD168,1.0,3334.63,3.2,3227.92,Apple Tablet 908,Clothing,Laptop,Samsung,50.92
ORD00324,CUST0565,2022-08-24,2022-08-25,Shipped,Net Banking,In-Store,19743.45,1266.1,0,London,DL,18477.35,2022-08,2022,Xander Shah,Male,Consumer,London,LDN,47.0,PROD090,6.0,3491.81,9.6,18939.58,Samsung T-Shirt 473,Sports,Shoes,Samsung,56.49
ORD00325,CUST0830,2022-08-25,2022-09-01,Cancelled,Cod,In-Store,41056.31,9109.29,99,Toronto,GJ,32046.02,2022-08,2022,Sneha Jones,Other,Corporate,Pune,MH,46.0,,,,,,,,,,
ORD00327,CUST0877,2022-08-27,2022-08-28,Delivered,Wallet,Mobile App,30443.22,4115.27,149,Surat,GJ,26476.95,2022-08,2022,Bob  Thomas,Other,Corporate,Chennai,TN,46.0,PROD132,5.0,3555.6,37.1,11182.36,Prestige Football 126,Home & Kitchen,Cricket,Puma,26.02
ORD00328,CUST0879,2022-08-27,2022-09-02,Delivered,Cod,In-Store,30055.63,10422.71,49,Delhi,KA,19681.92,2022-08,2022,Victor  Thomas,Other,Home Office,London,LDN,61.0,,,,,,,,,,
ORD00329,CUST0289,2022-08-28,2022-08-31,Pending,Wallet,Online,10084.37,3761.63,199,London,KA,6521.74,2022-08,2022,Steve  Garcia,Other,Consumer,London,LDN,56.0,PROD110,10.0,921.81,29.7,6480.32,Harpercollins Shoes 395,Books,Jeans,Reebok,40.0
ORD00330,CUST0311,2022-08-29,2022-08-31,Cancelled,Wallet,Online,42515.21,8556.4,199,Sydney,TN,34157.81,2022-08,2022,Victor Taylor,Other,Corporate,Ahmedabad,GJ,46.0,PROD147,8.0,2872.45,30.2,16039.76,Lg Appliances 636,Books,Bedding,Penguin,31.75
ORD00330,CUST0311,2022-08-29,2022-08-31,Cancelled,Wallet,Online,42515.21,8556.4,199,Sydney,TN,34157.81,2022-08,2022,Victor Taylor,Other,Corporate,Ahmedabad,GJ,46.0,PROD198,1.0,2410.25,2.2,2357.22,Reebok Football 148,Clothing,Football,Nike,59.52
ORD00330,CUST0311,2022-08-29,2022-08-31,Cancelled,Wallet,Online,42515.21,8556.4,199,Sydney,TN,34157.81,2022-08,2022,Victor Taylor,Other,Corporate,Ahmedabad,GJ,46.0,PROD107,9.0,1312.59,19.7,9486.09,Penguin Shoes 647,Electronics,Jeans,Harpercollins,43.39
ORD00330,CUST0311,2022-08-29,2022-08-31,Cancelled,Wallet,Online,42515.21,8556.4,199,Sydney,TN,34157.81,2022-08,2022,Victor Taylor,Other,Corporate,Ahmedabad,GJ,46.0,PROD136,10.0,3131.69,16.5,26149.61,Philips Appliances 779,Sports,Furniture,Penguin,44.03
ORD00331,CUST0311,2022-08-30,2022-09-03,Cancelled,Wallet,Online,42037.54,8195.34,199,Ahmedabad,TS,34041.2,2022-08,2022,Victor Taylor,Other,Corporate,Ahmedabad,GJ,46.0,PROD015,7.0,2513.19,1.1,17398.81,Nike Jacket 551,Electronics,Jacket,Apple,10.71
ORD00331,CUST0311,2022-08-30,2022-09-03,Cancelled,Wallet,Online,42037.54,8195.34,199,Ahmedabad,TS,34041.2,2022-08,2022,Victor Taylor,Other,Corporate,Ahmedabad,GJ,46.0,PROD086,1.0,4662.26,3.2,4513.07,Reebok Cycling 816,Electronics,Running,Reebok,32.19
ORD00332,CUST0160,2022-08-30,2022-09-01,Cancelled,Credit Card,Mobile App,24200.1,9378.23,199,Mumbai,KA,15020.87,2022-08,2022,,,,,,,PROD114,1.0,446.13,12.5,390.36,Lg Laptop 719,Sports,Tablet,Prestige,25.99
ORD00333,CUST0016,2022-08-31,2022-09-06,Shipped,Credit Card,Online,35810.37,8587.11,199,Mumbai,WB,27422.26,2022-08,2022,Arjun Martin,Female,Consumer,Chennai,TN,46.0,PROD145,4.0,2583.02,23.3,7924.71,Reebok Smartwatch 139,Books,Headphones,Sony,11.99
ORD00333,CUST0016,2022-08-31,2022-09-06,Shipped,Credit Card,Online,35810.37,8587.11,199,Mumbai,WB,27422.26,2022-08,2022,Arjun Martin,Female,Consumer,Chennai,TN,46.0,PROD088,5.0,3575.14,0.0,17875.7,Reebok Furniture 514,Home & Kitchen,Appliances,Prestige,15.84
ORD00333,CUST0016,2022-08-31,2022-09-06,Shipped,Credit Card,Online,35810.37,8587.11,199,Mumbai,WB,27422.26,2022-08,2022,Arjun Martin,Female,Consumer,Chennai,TN,46.0,PROD104,1.0,811.6,8.9,739.37,Harpercollins Jeans 435,Electronics,Saree,Nike,50.01
ORD00333,CUST0016,2022-08-31,2022-09-06,Shipped,Credit Card,Online,35810.37,8587.11,199,Mumbai,WB,27422.26,2022-08,2022,Arjun Martin,Female,Consumer,Chennai,TN,46.0,PROD186,7.0,912.12,36.8,4035.22,Lg Laptop 761,Clothing,Smartwatch,Lg,18.86
ORD00334,CUST0149,2022-01-09,2022-09-03,Returned,Credit Card,In-Store,41134.0,10352.63,99,Pune,NSW,30880.37,2022-01,2022,Diana Anderson,Male,Home Office,Sydney,NSW,28.0,PROD036,5.0,657.69,0.0,3288.45,Apple Headphones 657,Clothing,Laptop,Philips,40.54
ORD00335,CUST0164,2022-09-01,2022-09-07,Pending,Credit Card,Mobile App,10064.64,3446.77,49,Bangalore,LDN,6666.87,2022-09,2022,,,,,,,,,,,,,,,,
ORD00336,CUST0819,2022-09-02,2022-09-05,Pending,Net Banking,Online,4902.8,1053.34,199,Bangalore,GJ,4048.46,2022-09,2022,Yara Jackson,Male,Home Office,Mumbai,MH,46.0,PROD185,7.0,672.14,13.0,4093.33,Philips Headphones 478,Home & Kitchen,Smartwatch,Lg,39.49
ORD00336,CUST0819,2022-09-02,2022-09-05,Pending,Net Banking,Online,4902.8,1053.34,199,Bangalore,GJ,4048.46,2022-09,2022,Yara Jackson,Male,Home Office,Mumbai,MH,46.0,PROD145,2.0,3685.55,14.4,6309.66,Reebok Smartwatch 139,Books,Headphones,Sony,11.99
ORD00337,CUST0266,2022-03-09,2022-09-06,Cancelled,Credit Card,Mobile App,8234.17,1315.3,49,Surat,NSW,6967.87,2022-03,2022,Arjun Walker,Female,Home Office,New York,NY,46.0,PROD100,9.0,526.08,36.7,2997.08,Sony History 683,Sports,Comics,Puma,56.77
ORD00337,CUST0266,2022-03-09,2022-09-06,Cancelled,Credit Card,Mobile App,8234.17,1315.3,49,Surat,NSW,6967.87,2022-03,2022,Arjun Walker,Female,Home Office,New York,NY,46.0,PROD147,3.0,321.07,9.7,869.78,Lg Appliances 636,Books,Bedding,Penguin,31.75
ORD00338,CUST0711,2022-09-04,2022-09-05,Cancelled,Debit Card,Mobile App,32844.27,424.99,149,Delhi,RJ,32568.28,2022-09,2022,Jack  Moore,Male,Corporate,London,LDN,41.0,PROD089,5.0,806.74,0.4,4017.57,Penguin Football 980,Electronics,Football,Nike,31.17
ORD00339,CUST0569,2022-09-04,2022-09-11,Cancelled,Debit Card,Mobile App,8030.72,58.11,49,Jaipur,ON,8021.61,2022-09,2022,Henry Lee,Female,Home Office,London,LDN,24.0,PROD156,1.0,2709.91,28.1,1948.43,Reebok Decor 139,Books,Appliances,Sony,54.53
ORD00339,CUST0569,2022-09-04,2022-09-11,Cancelled,Debit Card,Mobile App,8030.72,58.11,49,Jaipur,ON,8021.61,2022-09,2022,Henry Lee,Female,Home Office,London,LDN,24.0,PROD050,7.0,3261.58,22.7,17648.41,Sony Dress 370,Home & Kitchen,Jacket,Penguin,46.17
ORD00340,CUST0153,2022-09-05,2022-09-06,Delivered,Wallet,In-Store,449.82,85.9,99,Hyderabad,ON,462.92,2022-09,2022,Leo Harris,Female,Consumer,New York,NY,46.0,PROD161,10.0,693.76,30.0,4856.32,Sony Jeans 636,Sports,Saree,Puma,14.22
ORD00341,CUST0258,2022-09-06,2022-09-08,Returned,Credit Card,In-Store,24064.36,6720.92,0,Pune,GJ,17343.44,2022-09,2022,Arjun Williams,Other,Consumer,Jaipur,RJ,28.0,PROD170,7.0,218.33,29.2,1082.04,Adidas Shoes 686,Home & Kitchen,Shoes,Prestige,52.73
ORD00342,CUST0550,2022-09-07,2022-09-10,Delivered,Upi,Online,33977.69,1869.95,49,Ahmedabad,NSW,32156.74,2022-09,2022,Mia  Williams,Female,Consumer,Delhi,DL,56.0,PROD124,10.0,4954.59,3.4,47861.34,Sony Science 562,Electronics,Self-Help,Harpercollins,42.34
ORD00344,CUST0857,2022-09-08,2022-09-12,Cancelled,Upi,Online,28871.3,4864.52,149,New York,LDN,24155.78,2022-09,2022,Charlie Johnson,Female,Consumer,New York,NY,46.0,PROD113,10.0,4869.29,2.2,47621.66,Nike Laptop 971,Home & Kitchen,Tablet,Lg,26.98
ORD00345,CUST0403,2022-09-09,2022-09-12,Shipped,Upi,Mobile App,6700.3,1092.0,49,Toronto,TN,5657.3,2022-09,2022,Karen  Thompson,Male,Home Office,Kolkata,WB,56.0,PROD167,9.0,2288.37,16.9,17114.72,Penguin Saree 689,Home & Kitchen,T-Shirt,Apple,49.15
ORD00345,CUST0403,2022-09-09,2022-09-12,Shipped,Upi,Mobile App,6700.3,1092.0,49,Toronto,TN,5657.3,2022-09,2022,Karen  Thompson,Male,Home Office,Kolkata,WB,56.0,PROD087,3.0,1625.57,0.0,4876.71,Samsung Headphones 981,Sports,Tablet,Samsung,56.65
ORD00345,CUST0403,2022-09-09,2022-09-12,Shipped,Upi,Mobile App,6700.3,1092.0,49,Toronto,TN,5657.3,2022-09,2022,Karen  Thompson,Male,Home Office,Kolkata,WB,56.0,PROD006,10.0,4741.88,11.2,42107.89,Apple Appliances 429,Home & Kitchen,Lighting,Apple,42.16
ORD00346,CUST0196,2022-09-10,2022-09-11,Returned,Net Banking,Online,18858.75,20.94,49,Sydney,NSW,18886.81,2022-09,2022,Bob  Miller,Other,Consumer,Surat,GJ,38.0,PROD037,10.0,296.94,37.9,1844.0,Nike Laptop 575,Sports,Camera,Harpercollins,17.99
ORD00346,CUST0196,2022-09-10,2022-09-11,Returned,Net Banking,Online,18858.75,20.94,49,Sydney,NSW,18886.81,2022-09,2022,Bob  Miller,Other,Consumer,Surat,GJ,38.0,PROD142,3.0,186.63,27.5,405.92,Apple Non-Fiction 957,Clothing,Comics,Nike,53.25
ORD00348,CUST0073,2022-11-09,2022-09-13,Returned,Credit Card,Mobile App,27820.65,4990.18,49,Surat,KA,22879.47,2022-11,2022,Wendy Martin,Other,Consumer,Sydney,NSW,34.0,PROD102,9.0,1576.26,16.1,11902.34,Penguin Appliances 888,Clothing,Lighting,Nike,22.48
ORD00348,CUST0073,2022-11-09,2022-09-13,Returned,Credit Card,Mobile App,27820.65,4990.18,49,Surat,KA,22879.47,2022-11,2022,Wendy Martin,Other,Consumer,Sydney,NSW,34.0,PROD189,4.0,3798.71,3.2,14708.61,Samsung Shoes 428,Books,Shoes,Apple,40.01
ORD00349,CUST0251,2022-09-12,2022-09-17,Delivered,Wallet,Online,2516.09,934.1,0,Sydney,TN,1581.99,2022-09,2022,,,,,,,PROD200,1.0,2749.92,3.0,2667.42,Philips Yoga 695,Clothing,Yoga,Philips,54.73
ORD00350,CUST0890,2022-09-12,2022-09-18,Pending,Upi,Mobile App,19850.91,3445.9,0,Toronto,NY,16405.01,2022-09,2022,Uma  Davis,Other,Home Office,New York,NY,46.0,PROD083,4.0,794.05,8.2,2915.75,Philips Swimming 657,Books,Football,Philips,59.17
ORD00351,CUST0473,2022-09-13,2022-09-16,Cancelled,Cod,Online,26592.0,0.0,149,Kolkata,NSW,26741.0,2022-09,2022,Iris Thomas,Male,Home Office,Hyderabad,TS,46.0,PROD184,3.0,3536.1,100.0,0.0,Penguin Fiction 673,Home & Kitchen,Comics,Apple,55.75
ORD00351,CUST0473,2022-09-13,2022-09-16,Cancelled,Cod,Online,26592.0,0.0,149,Kolkata,NSW,26741.0,2022-09,2022,Iris Thomas,Male,Home Office,Hyderabad,TS,46.0,PROD042,5.0,3041.23,15.1,12910.02,Apple Furniture 868,Books,Appliances,Apple,59.18
ORD00352,CUST0241,2022-09-14,2022-09-20,Delivered,Upi,Online,29429.64,128.89,49,Pune,RJ,29349.75,2022-09,2022,Yara Shah,Female,Consumer,Mumbai,MH,27.0,PROD070,6.0,4254.36,29.1,18098.05,Nike Lighting 275,Clothing,Cookware,Puma,51.4
ORD00352,CUST0241,2022-09-14,2022-09-20,Delivered,Upi,Online,29429.64,128.89,49,Pune,RJ,29349.75,2022-09,2022,Yara Shah,Female,Consumer,Mumbai,MH,27.0,PROD021,4.0,3164.45,27.4,9189.56,Nike Decor 240,Sports,Bedding,Apple,58.93
ORD00353,CUST0474,2022-09-15,2022-09-18,Delivered,Debit Card,Online,49422.99,1160.5,49,Surat,DL,48311.49,2022-09,2022,Charlie Shah,Male,Consumer,Delhi,DL,39.0,PROD119,4.0,2035.7,32.8,5471.96,Sony Appliances 233,Clothing,Appliances,Reebok,12.98
ORD00355,CUST0308,2022-09-16,2022-09-18,Cancelled,Net Banking,Online,47143.61,14274.63,199,Mumbai,RJ,33067.98,2022-09,2022,Victor  Patel,Other,Home Office,Jaipur,RJ,46.0,PROD015,3.0,442.83,7.1,1234.17,Nike Jacket 551,Electronics,Jacket,Apple,10.71
ORD00355,CUST0308,2022-09-16,2022-09-18,Cancelled,Net Banking,Online,47143.61,14274.63,199,Mumbai,RJ,33067.98,2022-09,2022,Victor  Patel,Other,Home Office,Jaipur,RJ,46.0,PROD133,1.0,73.11,19.6,58.78,Nike Swimming 562,Books,Football,Puma,14.61
ORD00355,CUST0308,2022-09-16,2022-09-18,Cancelled,Net Banking,Online,47143.61,14274.63,199,Mumbai,RJ,33067.98,2022-09,2022,Victor  Patel,Other,Home Office,Jaipur,RJ,46.0,PROD136,3.0,3339.63,27.6,7253.68,Philips Appliances 779,Sports,Furniture,Penguin,44.03
ORD00355,CUST0308,2022-09-16,2022-09-18,Cancelled,Net Banking,Online,47143.61,14274.63,199,Mumbai,RJ,33067.98,2022-09,2022,Victor  Patel,Other,Home Office,Jaipur,RJ,46.0,PROD095,8.0,2382.57,100.0,0.0,Lg Saree 263,Sports,Dress,Prestige,49.5
ORD00356,CUST0376,2022-09-17,2022-09-18,Shipped,Credit Card,Online,11640.13,522.01,49,Pune,DL,11167.12,2022-09,2022,Diana  Johnson,Other,Corporate,New York,NY,46.0,,,,,,,,,,
ORD00357,CUST0043,2022-09-18,2022-09-21,Pending,Cod,Online,31201.72,6657.78,0,Sydney,GJ,24543.94,2022-09,2022,Jack Jones,Female,Home Office,Kolkata,WB,21.0,,,,,,,,,,
ORD00358,CUST0232,2022-09-18,2022-09-20,Shipped,Net Banking,Mobile App,17505.96,5705.04,149,Bangalore,DL,11949.92,2022-09,2022,Diana Davis,Male,Home Office,Pune,MH,46.0,,,,,,,,,,
ORD00359,CUST0966,2022-09-19,2022-09-22,Delivered,Cod,Online,12963.7,1417.47,199,Ahmedabad,ON,11745.23,2022-09,2022,Victor Garcia,Other,Corporate,Sydney,NSW,46.0,PROD180,5.0,381.99,1.8,1875.57,Apple Comics 327,Electronics,Science,Apple,59.6
ORD00359,CUST0966,2022-09-19,2022-09-22,Delivered,Cod,Online,12963.7,1417.47,199,Ahmedabad,ON,11745.23,2022-09,2022,Victor Garcia,Other,Corporate,Sydney,NSW,46.0,PROD090,6.0,3422.72,14.4,17579.09,Samsung T-Shirt 473,Sports,Shoes,Samsung,56.49
ORD00359,CUST0966,2022-09-19,2022-09-22,Delivered,Cod,Online,12963.7,1417.47,199,Ahmedabad,ON,11745.23,2022-09,2022,Victor Garcia,Other,Corporate,Sydney,NSW,46.0,PROD146,9.0,2959.37,5.9,25062.9,Samsung Comics 644,Books,Comics,Samsung,20.71
ORD00360,CUST0076,2022-09-20,2022-09-26,Cancelled,Wallet,Online,14362.92,3199.12,199,Mumbai,NSW,11362.8,2022-09,2022,Henry  Anderson,Female,Consumer,Delhi,DL,59.0,PROD169,7.0,2273.81,0.0,15916.67,Puma Jeans 987,Books,Dress,Harpercollins,30.55
ORD00360,CUST0076,2022-09-20,2022-09-26,Cancelled,Wallet,Online,14362.92,3199.12,199,Mumbai,NSW,11362.8,2022-09,2022,Henry  Anderson,Female,Consumer,Delhi,DL,59.0,PROD015,9.0,474.96,29.6,3009.35,Nike Jacket 551,Electronics,Jacket,Apple,10.71
ORD00361,CUST0858,2022-09-20,2022-09-23,Pending,Credit Card,Online,16535.95,3398.43,0,London,RJ,13137.52,2022-09,2022,Nick Jones,Female,Consumer,Sydney,NSW,69.0,PROD051,6.0,3499.72,36.3,13375.93,Harpercollins Fiction 843,Electronics,Comics,Adidas,47.6
ORD00361,CUST0858,2022-09-20,2022-09-23,Pending,Credit Card,Online,16535.95,3398.43,0,London,RJ,13137.52,2022-09,2022,Nick Jones,Female,Consumer,Sydney,NSW,69.0,PROD007,2.0,937.78,2.8,1823.04,Samsung Jacket 517,Clothing,Jacket,Apple,29.64
ORD00362,CUST0856,2022-09-21,2022-09-27,Pending,Wallet,Mobile App,6126.7,1343.03,149,Bangalore,NSW,4932.67,2022-09,2022,Nick Moore,Female,Consumer,Surat,GJ,46.0,PROD130,8.0,1462.81,14.6,9993.92,Reebok Lighting 589,Home & Kitchen,Furniture,Harpercollins,45.86
ORD00362,CUST0856,2022-09-21,2022-09-27,Pending,Wallet,Mobile App,6126.7,1343.03,149,Bangalore,NSW,4932.67,2022-09,2022,Nick Moore,Female,Consumer,Surat,GJ,46.0,PROD094,10.0,3556.93,6.0,33435.14,Adidas Comics 457,Sports,Self-Help,Philips,53.91
ORD00363,CUST0893,2022-09-22,2022-09-24,Cancelled,Wallet,Online,10646.93,3774.61,99,Pune,GJ,6971.32,2022-09,2022,Zoe Taylor,Female,Corporate,Chennai,TN,24.0,PROD056,4.0,3045.96,32.0,8285.01,Sony Tablet 154,Sports,Camera,Nike,46.2
ORD00363,CUST0893,2022-09-22,2022-09-24,Cancelled,Wallet,Online,10646.93,3774.61,99,Pune,GJ,6971.32,2022-09,2022,Zoe Taylor,Female,Corporate,Chennai,TN,24.0,PROD168,8.0,1469.51,22.4,9122.72,Apple Tablet 908,Clothing,Laptop,Samsung,50.92
ORD00363,CUST0893,2022-09-22,2022-09-24,Cancelled,Wallet,Online,10646.93,3774.61,99,Pune,GJ,6971.32,2022-09,2022,Zoe Taylor,Female,Corporate,Chennai,TN,24.0,PROD078,10.0,3927.17,30.6,27254.56,Penguin Football 656,Books,Yoga,Nike,24.36
ORD00364,CUST0113,2022-09-23,2022-09-28,Delivered,Upi,Online,20366.61,7062.78,199,Surat,NY,13502.83,2022-09,2022,Priya Jackson,Female,Corporate,Surat,GJ,54.0,PROD029,2.0,3473.45,39.6,4195.93,Puma Shoes 790,Books,Jacket,Samsung,-14.06
ORD00364,CUST0113,2022-09-23,2022-09-28,Delivered,Upi,Online,20366.61,7062.78,199,Surat,NY,13502.83,2022-09,2022,Priya Jackson,Female,Corporate,Surat,GJ,54.0,PROD083,8.0,4996.24,20.9,31616.21,Philips Swimming 657,Books,Football,Philips,59.17
ORD00365,CUST0936,2022-09-23,2022-09-28,Delivered,Credit Card,Mobile App,6255.06,1542.58,0,Surat,LDN,4712.48,2022-09,2022,Alice Smith,Female,Corporate,Bangalore,KA,46.0,PROD109,3.0,1093.96,23.1,2523.77,Adidas Lighting 738,Electronics,Bedding,Samsung,54.83
ORD00365,CUST0936,2022-09-23,2022-09-28,Delivered,Credit Card,Mobile App,6255.06,1542.58,0,Surat,LDN,4712.48,2022-09,2022,Alice Smith,Female,Corporate,Bangalore,KA,46.0,PROD087,1.0,1511.61,37.4,946.27,Samsung Headphones 981,Sports,Tablet,Samsung,56.65
ORD00366,CUST0546,2022-09-24,2022-09-27,Shipped,Wallet,In-Store,702.37,272.38,149,Kolkata,GJ,578.99,2022-09,2022,Leo Williams,Male,Consumer,Jaipur,RJ,46.0,PROD072,7.0,4884.48,38.8,20925.11,Philips History 903,Electronics,History,Prestige,10.66
ORD00366,CUST0546,2022-09-24,2022-09-27,Shipped,Wallet,In-Store,702.37,272.38,149,Kolkata,GJ,578.99,2022-09,2022,Leo Williams,Male,Consumer,Jaipur,RJ,46.0,PROD193,7.0,3064.47,5.0,20378.73,Adidas Yoga 743,Electronics,Running,Philips,46.63
ORD00366,CUST0546,2022-09-24,2022-09-27,Shipped,Wallet,In-Store,702.37,272.38,149,Kolkata,GJ,578.99,2022-09,2022,Leo Williams,Male,Consumer,Jaipur,RJ,46.0,PROD129,1.0,124.63,25.9,92.35,Nike Decor 511,Home & Kitchen,Decor,Sony,54.86
ORD00366,CUST0546,2022-09-24,2022-09-27,Shipped,Wallet,In-Store,702.37,272.38,149,Kolkata,GJ,578.99,2022-09,2022,Leo Williams,Male,Consumer,Jaipur,RJ,46.0,PROD034,10.0,1480.2,9.5,13395.81,Lg Smartwatch 275,Sports,Laptop,Samsung,38.13
ORD00366,CUST0546,2022-09-24,2022-09-27,Shipped,Wallet,In-Store,702.37,272.38,149,Kolkata,GJ,578.99,2022-09,2022,Leo Williams,Male,Consumer,Jaipur,RJ,46.0,PROD150,7.0,97.57,21.9,533.42,Samsung Furniture 477,Books,Decor,Samsung,54.62
ORD00367,CUST0033,2022-09-25,2022-09-28,Returned,Net Banking,In-Store,7063.03,1530.59,0,Delhi,ON,5532.44,2022-09,2022,,,,,,,PROD064,2.0,4722.4,10.9,8415.32,Apple Laptop 953,Clothing,Camera,Harpercollins,39.99
ORD00368,CUST0713,2022-09-26,2022-09-29,Returned,Cod,In-Store,43198.27,2665.56,149,Delhi,TN,40681.71,2022-09,2022,Zoe Jackson,Other,Consumer,Jaipur,RJ,39.0,PROD198,2.0,1215.96,8.4,2227.64,Reebok Football 148,Clothing,Football,Nike,59.52
ORD00368,CUST0713,2022-09-26,2022-09-29,Returned,Cod,In-Store,43198.27,2665.56,149,Delhi,TN,40681.71,2022-09,2022,Zoe Jackson,Other,Consumer,Jaipur,RJ,39.0,PROD020,6.0,3100.87,14.3,15944.67,Apple Jacket 787,Electronics,T-Shirt,Adidas,17.13
